,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
74,2014-11-30,426.9125107307194,-1000.8046765280103,1566.6557743673811,426.9125107307194,426.9125107307194,-188.4187704886812,-188.4187704886812,-188.4187704886812,-8.156843271905355,-8.156843271905355,-8.156843271905355,-180.26192721677583,-180.26192721677583,-180.26192721677583,0.0,0.0,0.0,238.49374024203823
75,2014-12-01,426.355347920002,-1022.5223289659839,1621.5121783369564,426.355347920002,426.355347920002,-111.04917930872419,-111.04917930872419,-111.04917930872419,13.041042655897769,13.041042655897769,13.041042655897769,-124.09022196462196,-124.09022196462196,-124.09022196462196,0.0,0.0,0.0,315.30616861127777
76,2014-12-02,425.7981851092846,-1008.9340060163048,1680.6132244271892,425.7981851092846,425.7981851092846,-65.61965459944966,-65.61965459944966,-65.61965459944966,-0.1726087152380072,-0.1726087152380072,-0.1726087152380072,-65.44704588421166,-65.44704588421166,-65.44704588421166,0.0,0.0,0.0,360.1785305098349
77,2014-12-03,425.24102229856726,-998.841835963293,1661.3390922586168,425.24102229856726,425.24102229856726,-2.112809163073661,-2.112809163073661,-2.112809163073661,3.2083778258228786,3.2083778258228786,3.2083778258228786,-5.321186988896541,-5.321186988896541,-5.321186988896541,0.0,0.0,0.0,423.1282131354936
78,2014-12-04,424.6838594878498,-794.8112110949205,1737.5466854922438,424.6838594878498,424.6838594878498,40.823746886156,40.823746886156,40.823746886156,-14.454500398878537,-14.454500398878537,-14.454500398878537,55.278247285034546,55.278247285034546,55.278247285034546,0.0,0.0,0.0,465.50760637400583
79,2014-12-05,424.1266966771325,-805.7885291922197,1944.834059016317,424.1266966771325,424.1266966771325,112.76066886012205,112.76066886012205,112.76066886012205,-2.583910391165274,-2.583910391165274,-2.583910391165274,115.34457925128731,115.34457925128731,115.34457925128731,0.0,0.0,0.0,536.8873655372545
80,2014-12-06,423.56953386641504,-618.874763732102,1970.1003538224704,423.56953386641504,423.56953386641504,183.01449558542166,183.01449558542166,183.01449558542166,9.118442295393018,9.118442295393018,9.118442295393018,173.89605329002862,173.89605329002862,173.89605329002862,0.0,0.0,0.0,606.5840294518367
81,2014-12-07,423.01237105569766,-755.3368652771837,1954.0490165359006,423.01237105569766,423.01237105569766,221.84066531078327,221.84066531078327,221.84066531078327,-8.156843271915113,-8.156843271915113,-8.156843271915113,229.99750858269837,229.99750858269837,229.99750858269837,0.0,0.0,0.0,644.8530363664809
82,2014-12-08,422.4552082449803,-682.552462311194,2162.7291550818436,422.4552082449803,422.4552082449803,295.8217346334275,295.8217346334275,295.8217346334275,13.041042655905947,13.041042655905947,13.041042655905947,282.78069197752154,282.78069197752154,282.78069197752154,0.0,0.0,0.0,718.2769428784079
83,2014-12-09,421.8980454342629,-583.0867771225728,2077.6447921666995,421.89804543426294,421.89804543426294,331.290098629609,331.290098629609,331.290098629609,-0.17260871520583135,-0.17260871520583135,-0.17260871520583135,331.4627073448149,331.4627073448149,331.4627073448149,0.0,0.0,0.0,753.188144063872
84,2014-12-10,421.3408826235455,-564.8756037845166,2215.996989572169,421.3408826235455,421.3408826235455,378.5705255437827,378.5705255437827,378.5705255437827,3.2083778258795115,3.2083778258795115,3.2083778258795115,375.3621477179032,375.3621477179032,375.3621477179032,0.0,0.0,0.0,799.9114081673282
85,2014-12-11,420.78371981282817,-430.02370866465225,2136.345226051029,420.78371981282817,420.78371981282817,399.4580179995428,399.4580179995428,399.4580179995428,-14.454500398803862,-14.454500398803862,-14.454500398803862,413.91251839834666,413.91251839834666,413.91251839834666,0.0,0.0,0.0,820.241737812371
